MCT_NM,OP_YMD,ADDR,pk
제이팜정육식당송당점,20230920,제주 제주시 구좌읍 송당리 2860번지,6722
제이팜정육식당송당점,20230927,제주 제주시 구좌읍 송당리 2860번지,6723
제이팩토리,20220928,제주 서귀포시 토평동 1797번지 토평동,6724
제이학센,20190510,제주 제주시 도두일동 1727-5번지 1층,6725
제이홍키삼스,20211224,제주 서귀포시 안덕면 창천리 783-1번지,6726
제일곱창제주직영점,20221220,제주 제주시 연동 283-31번지 1층,6727
제일성심당,20090224,제주 서귀포시 성산읍 고성리 332-8번지,6728
제일수산횟집,20090304,제주 서귀포시 서귀동 298-3번지,6729
제일식당,19991030,제주 제주시 추자면 대서리 8-4번지,6730
제제,20220819,제주 제주시 노형동 945-20번지 레미안하우스 101호,6731
제제김밥,20180315,제주 제주시 노형동 939-7번지,6732
제주 갈치 한담,20140401,제주 제주시 애월읍 애월리 2527-12번지,6733
제주 돈사돈 서귀포점,20201020,제주 서귀포시 강정동 779번지,6734
제주 봄,20131206,제주 서귀포시 토평동 329-1번지,6735
제주 산방식당 중문점,20230307,제주 서귀포시 상예동 1724-3번지 1층,6736
제주 앞바다횟집,20170905,제주 제주시 용담일동 431번지 2층,6737
제주 애월회관(주식회사 록산),20190527,제주 제주시 애월읍 애월리 2162-1번지 1층,6738
제주1호돌짜장,20190820,제주 제주시 내도동 551-1번지 1층,6739
제주901,20150909,제주 제주시 노형동 288-39번지,6740
제주가마골앤드코다리냉면,20200304,제주 제주시 건입동 95번지 1층,6741
제주갈매기,20181204,제주 제주시 애월읍 하귀1리 192-6번지 1층,6742
제주갈치맛집 영목이네,20190411,제주 서귀포시 표선면 토산리 423-3번지 1층,6743
제주갈치피싱,20210430,제주 제주시 도두일동 2525-3번지 1층,6744
제주감자탕,20180907,제주 제주시 연동 281-27번지 1층,6745
제주감자탕 2호점,20231010,제주 제주시 연동 261-1번지 1층,6746
제주객조리조림,20161117,제주 제주시 도남동 910-5번지,6747
제주검정보리마씸,20200901,제주 제주시 애월읍 하귀2리 1436-15번지 1층,6748
제주경찰청상조회,20221215,제주 제주시 연동 312-58번지 제주특별자치도지방경찰청,6749
제주고기국수만세국수,20190529,제주 제주시 오라일동 1074-6번지 1층,6750
제주고깃집,20150828,제주 제주시 연동 261-10번지,6751
제주고로,20181108,제주 서귀포시 대정읍 무릉리 2892-1번지 1층,6752
제주고메밀면,20211015,제주 서귀포시 안덕면 사계리 199-1번지,6753
제주고사리해장국 중문본점,20230310,제주 서귀포시 대포동 2612번지 103호,6754
제주고세호해장국사계점,20231128,제주 서귀포시 안덕면 사계리 2078번지 1층,6755
제주고세호해장국서사라점,20231122,제주 제주시 삼도일동 523번지 1층,6756
제주고집,20190911,제주 제주시 도두이동 675번지 1층,6757
제주골목국수,20190111,제주 제주시 도남동 51-29번지 1층,6758
제주곰집,20130801,제주 서귀포시 강정동 2623-1번지,6759
제주곱,20180424,제주 제주시 연동 283-6번지 1층,6760
제주공상,20220614,제주 제주시 건입동 1319-89번지 1층,6761
제주공상,20230523,제주 제주시 건입동 1319-89번지 1호 ~2층,6762
제주공항그때그집직영점,20211111,제주 제주시 도두이동 706-11번지,6763
제주공항근처연북로해물탕 주식회사,20210722,제주 제주시 오라이동 3100-3번지 2층,6764
제주공항본점공항뚝배기,20210319,제주 제주시 연동 149-2번지 연동,6765
제주곶서귀포해물라면,20211216,제주 서귀포시 동홍동 280-3번지 1층,6766
제주관광대학구내식당,20151020,제주 제주시 애월읍 광령리 2535번지 제주관광대학,6767
제주관덕정분식,20170510,제주 제주시 일도일동 1448번지 1층,6768
제주광해애월점,20201204,제주 제주시 애월읍 하귀2리 2740-8번지 2층,6769
제주국담,20170215,제주 제주시 연동 292-45번지,6770
제주그때그집 중문점,20191209,제주 서귀포시 상예동 1714-1번지 1층,6771
제주그때그집한림협재점,20200106,제주 제주시 한림읍 한림리 1475-3번지 1층,6772
제주그때그집함덕점,20191203,제주 제주시 조천읍 함덕리 1752-2번지 에덴빌리지2차 202동 102호,6773
제주그리미,20171121,제주 제주시 조천읍 선흘리 1393번지 1동 1층,6774
제주근고기집,20210915,제주 제주시 삼도이동 14-5번지 1층,6775
제주근본,20230626,제주 제주시 애월읍 곽지리 1541-1번지 1층,6776
제주금돼지식당,20181011,제주 제주시 노형동 937-10번지,6777
제주기사,20150630,제주 제주시 오라일동 2446번지,6778
제주기와,20200521,제주 제주시 애월읍 광령리 3178번지 1층,6779
제주기장횟집,20110218,제주 서귀포시 안덕면 화순리 374-8번지,6780
제주기정떡,20170307,제주 제주시 애월읍 광령리 901-4번지 1층,6781
제주길흑돼지,20091015,제주 서귀포시 성산읍 온평리 662번지,6782
제주김마리,20230710,제주 제주시 노형동 709번지 에코트윈 2층 203호,6783
제주김만복김밥서귀포점,20190522,제주 서귀포시 강정동 707-2번지 1층,6784
제주김만복동문시장점,20180614,제주 제주시 삼도이동 1158-36번지 1층,6785
제주김만복본점,20160408,제주 제주시 오라삼동 2250-1번지,6786
제주김만복성산점,20190430,제주 서귀포시 성산읍 성산리 392번지 1층,6787
제주김만복애월점,20151109,제주 제주시 애월읍 고내리 1105-1번지 2층,6788
제주김만복함덕점,20190823,제주 제주시 조천읍 함덕리 4157-5번지 1층,6789
제주깊은마당,20150731,제주 제주시 도두일동 2629-3번지,6790
제주깜,20171130,제주 제주시 조천읍 함덕리 1270-2번지,6791
제주깡통집화로구이,20170828,제주 제주시 노형동 908번지 제1호,6792
제주나기,20211229,제주 제주시 애월읍 구엄리 893번지,6793
제주냉동삼겹살제주산,20221103,제주 서귀포시 서귀동 416-2번지,6794
제주냉삼시대,20231018,제주 제주시 화북일동 1986-6번지 화북일동,6795
제주냥이,20211027,제주 제주시 구좌읍 평대리 1982번지,6796
제주노량진회센타,20141023,제주 제주시 삼도이동 1192-11번지,6797
제주노형뜨란채점빽다방,20170316,제주 제주시 노형동 2615-5번지 1층,6798
제주늘봄,19930113,제주 제주시 노형동 2301번지,6799
제주다온가,20160711,제주 서귀포시 안덕면 창천리 777-14번지,6800
제주다올,20220727,제주 제주시 도두일동 2619-15번지 1층,6801
제주다찌,20221013,제주 제주시 일도이동 1020-12번지 1층,6802
제주달 애월해안도로본점,20180906,제주 제주시 애월읍 하귀2리 2694번지 1층,6803
제주닭집,20160706,제주 서귀포시 표선면 표선리 600-2번지,6804
제주닭집,20190102,제주 제주시 조천읍 함덕리 1002-27번지 1층,6805
제주담다KBS제주점,20220428,제주 제주시 도남동 668번지 1층,6806
제주담다중문점,20210617,제주 서귀포시 중문동 1964-2번지 중문고,6807
제주담백,20230710,제주 제주시 조천읍 함덕리 960-7번지 3층 302호,6808
제주당,20221216,제주 서귀포시 중문동 2167-14번지,6809
제주대게타운,20231128,제주 제주시 용담삼동 1003-9번지 1층,6810
제주대게회타운,20220727,제주 제주시 용담삼동 1003-9번지,6811
제주대통,20181112,제주 제주시 연동 1532-2번지 1층,6812
제주대패삼겹살이도점,20180423,제주 제주시 이도이동 1045번지 1층,6813
제주대패집,20170619,제주 제주시 아라일동 6080-4번지 1층,6814
제주대패집외도점,20231130,제주 제주시 외도일동 559-2번지 오페라하우스 1층 101호,6815
제주댁,20190423,제주 제주시 노형동 928-12번지,6816
제주더(JEJU THE)사계,20220525,제주 서귀포시 안덕면 사계리 2076-1번지,6817
제주덕구제주점,20230403,제주 제주시 아라일동 6114-9번지 1층,6818
제주도 고기국수 만세국수,20101021,제주 제주시 이도이동 1061-2번지 1층,6819
제주도 혼술바 언스테이블(unstable),20231011,제주 서귀포시 안덕면 사계리 1586-4번지 1층,6820
제주도감 주식회사,20210419,제주 제주시 오라이동 1770번지 지하2층,6821
제주도강어멍,20230426,제주 제주시 일도이동 365-14번지,6822
제주도고기오빠,20180330,제주 제주시 일도이동 82-4번지,6823
제주도그릴서귀포점,20180413,제주 서귀포시 호근동 425-2번지,6824
제주도민상회본점,20210531,제주 제주시 한림읍 한림리 1590-6번지,6825
제주도의푸른밤,20180412,제주 제주시 구좌읍 월정리 1098번지 제1동,6826
제주도항운노동조합구내,20220704,제주 제주시 건입동 908-1번지,6827
제주돈,20170621,제주 제주시 이도이동 76-20번지,6828
제주돈2호점,20190724,제주 제주시 아라일동 6117-3번지 1층,6829
제주돈갈매기,20090609,제주 제주시 이도이동 406-1번지,6830
제주돈담,20201023,제주 제주시 노형동 1062-1번지,6831
제주돈대패삼겹살,20170524,제주 제주시 삼양이동 2129-19번지 1층,6832
제주돈삼겹본점,20210823,제주 제주시 일도이동 354-30번지 1층,6833
제주돈삼겹중앙점,20200407,제주 제주시 삼도이동 1235-1번지 101호,6834
제주돈아고내점,20170613,제주 제주시 애월읍 고내리 1214번지 1층,6835
제주돈아본점,20200506,제주 제주시 애월읍 신엄리 1237-1번지,6836
제주돈아서귀포점,20170927,제주 서귀포시 상효동 2210번지,6837
제주돈애월점,20220216,제주 제주시 애월읍 신엄리 2464번지 1층,6838
제주돈집,20210305,제주 서귀포시 안덕면 서광리 1818-1번지,6839
제주돈토랑,20230110,제주 제주시 노형동 930-16번지,6840
제주돌창고,20200703,제주 제주시 한경면 조수리 113-6번지,6841
제주돌하르방밀면,20100304,제주 서귀포시 중문동 2439-8번지,6842
제주돔베,20221226,제주 제주시 화북이동 3184번지,6843
제주돔베고기집,20200902,제주 제주시 노형동 1279-1번지 1층,6844
제주돔베마씸,20201209,제주 제주시 외도일동 475-12번지 1층,6845
제주돔베막국수,20120525,제주 제주시 한경면 고산리 2749-3번지 어머니밥상,6846
제주돗,20160722,제주 제주시 한경면 조수리 254-1번지,6847
제주돗돈 신화월드점,20230915,제주 서귀포시 안덕면 동광리 929-4번지 1층,6848
제주동백별장,20180615,제주 제주시 노형동 903-1번지 에이동 1층,6849
제주동백을담다,20220215,제주 제주시 아라일동 2386-3번지 1층,6850
제주동복해녀식당,20100316,제주 제주시 구좌읍 동복리 1647번지,6851
제주돼지,20200320,제주 제주시 연동 261-68번지,6852
제주등대아구찜,20180830,제주 제주시 한림읍 한림리 1328-27번지 1층,6853
제주등대아구찜 서귀포점,20211125,제주 서귀포시 법환동 735-7번지 1층,6854
제주등뼈가노형본점,20200706,제주 제주시 노형동 934번지 2층,6855
제주따이,20210524,제주 제주시 노형동 2591-5번지,6856
제주또바기보말칼국수전문점,20221017,제주 제주시 삼양일동 1577-14번지 1층,6857
제주또시랑,20200210,제주 제주시 아라이동 1554-3번지 1층,6858
제주뚝배기,20050928,제주 서귀포시 성산읍 성산리 163-2번지,6859
제주라면2호점,20230306,제주 제주시 도두일동 1743번지 1층,6860
제주로운청해원,20200414,제주 서귀포시 성산읍 고성리 212-13번지 1층,6861
제주로운청해원,20230705,제주 서귀포시 성산읍 고성리 212-13번지 1층,6862
제주로움,20210105,제주 제주시 구좌읍 월정리 278번지 2층,6863
제주르네상스 주식회사,20220617,제주 제주시 연동 273-58번지 1층,6864
제주를맛보다,20230307,제주 제주시 애월읍 봉성리 4554-15번지,6865
제주마당,20160106,제주 제주시 노형동 914-3번지 1층,6866
제주마루,20091029,제주 서귀포시 성산읍 고성리 205-4번지,6867
제주마음,20220622,제주 제주시 노형동 914-2번지 1층,6868
제주마중,20230920,제주 제주시 건입동 1136번지 1층,6869
제주막창,20161010,제주 서귀포시 서귀동 257-15번지,6870
제주막창이땡길때,20170608,제주 제주시 아라이동 3005-3번지,6871
제주만두김밥,20190222,제주 제주시 조천읍 함덕리 1270-1번지 1층 102호,6872
제주만선갈치,20210412,제주 제주시 애월읍 곽지리 1622-44번지 2층,6873
제주만주,20230116,제주 제주시 애월읍 신엄리 1251-1번지 1층,6874
제주맑음,20150223,제주 제주시 삼도이동 986-3번지 1층,6875
제주맛집 칼국수,20200831,제주 제주시 조천읍 교래리 561번지,6876
제주머슴네,20180911,제주 서귀포시 남원읍 위미리 968-4번지 1층,6877
제주멜즈,20200302,제주 제주시 한림읍 협재리 1433-1번지 1층,6878
제주명가두루치기,20100720,제주 서귀포시 동홍동 385번지,6879
제주명월역,20210622,제주 제주시 한림읍 명월리 1928번지,6880
제주명태어장삼화점,20190924,제주 제주시 화북일동 18-6번지 1층,6881
제주명품쑥보리빵,20140219,제주 제주시 외도일동 418-11번지,6882
제주모다정,20170221,제주 제주시 노형동 928-13번지 1층,6883
제주몰래물밥상,20210427,제주 제주시 도두일동 2618-12번지,6884
제주몸국,20210924,제주 제주시 도두일동 2464-3번지 1층,6885
제주몹시,20161115,제주 제주시 외도이동 319-1번지 1층,6886
제주몽,20150105,제주 서귀포시 중문동 2026번지,6887
제주문,20170602,제주 제주시 일도일동 1479-1번지 1층,6888
제주물회야시장 횟집학개론,20210715,제주 서귀포시 대정읍 구억리 981번지 1층,6889
제주미담,19940628,제주 제주시 이도이동 360번지 1층,6890
제주미당,20220315,제주 제주시 용담이동 2630-1번지 1층,6891
제주미르,20230310,제주 제주시 애월읍 하귀2리 2615-12번지,6892
제주미소,20220302,제주 제주시 일도이동 68-3번지,6893
제주미친흑돈1호점,20170531,제주 제주시 한림읍 귀덕리 3866-1번지 가동 1층,6894
제주미향,20040512,제주 서귀포시 색달동 2477번지,6895
제주미향해장국,20130708,제주 서귀포시 대정읍 상모리 3412번지,6896
제주미향해장국본사직영점(서귀포 중문점),20210409,제주 서귀포시 중문동 1489-2번지 1층,6897
제주미향해장국본점,20110726,제주 서귀포시 서홍동 397-111번지,6898
제주민속감자탕 이도점,20220727,제주 제주시 아라이동 3009-3번지 1층,6899
제주민속감자탕 이도점,20231201,제주 제주시 아라이동 3009-3번지 1층,6900
제주민속촌,20210413,제주 서귀포시 표선면 표선리 40-1번지 1층,6901
제주민족,20180112,제주 서귀포시 성산읍 고성리 1189-8번지 제주민족,6902
제주밀당,20230406,제주 제주시 내도동 380-3번지,6903
제주밀라네사뷔페,20210531,제주 제주시 도련일동 1751-7번지,6904
제주바다,20170104,제주 서귀포시 대정읍 하모리 2128-2번지,6905
제주바다에,20230413,제주 제주시 아라일동 2470-1번지 지하1층 104호,6906
제주바다해찬,20210122,제주 제주시 한림읍 협재리 2514-28번지 1층,6907
제주바닷가의나루터,20090226,제주 제주시 용담삼동 1003-1번지,6908
제주바당,20160422,제주 제주시 노형동 916-6번지 1층,6909
제주바룻,20211020,제주 서귀포시 서귀동 265-11번지 서귀동,6910
제주밤밤,20200625,제주 제주시 노형동 2615-4번지,6911
제주밥상,20170630,제주 제주시 연동 288번지,6912
제주백정,20201224,제주 제주시 한림읍 한림리 942-8번지 1층,6913
제주뱃도새기서귀포올레시장점(주식회사특산),20190116,제주 서귀포시 서귀동 326-27번지 1층,6914
제주버들못,20170510,제주 서귀포시 표선면 표선리 1687-1번지,6915
제주베이통갈치구이,20211209,제주 제주시 외도이동 1956-2번지 2층,6916
제주벨미동문시장점,20211119,제주 제주시 이도일동 1434-1번지 1층,6917
제주벽돌집제주본점,20201123,제주 제주시 이도이동 1771-12번지 2층,6918
제주별 주식회사,20200730,제주 제주시 연동 273-14번지 2층,6919
제주보라,20210419,제주 제주시 아라일동 2600-5번지 1층,6920
제주보리빵,20061026,제주 제주시 노형동 1273-8번지,6921
제주보말칼국수,20160714,제주 제주시 삼도이동 186-5번지,6922
제주보쌈삼화점,20161116,제주 제주시 화북일동 16-1번지 1층,6923
제주본,20070529,제주 제주시 노형동 933-17번지,6924
제주본토박이,20030529,제주 제주시 이도이동 1054-4번지,6925
제주봄날,20120628,제주 제주시 애월읍 애월리 2540번지 봄날게스트하우스,6926
제주부리는횟집제주회센터,20230315,제주 제주시 용담삼동 1003-5번지 1호,6927
제주부싯돌,20141201,제주 서귀포시 서귀동 286-26번지,6928
제주부엌,20230210,제주 제주시 노형동 941번지 2층,6929
제주분식,20160527,제주 제주시 연동 310-94번지 태성주택 1층,6930
제주비스타케이월드컵,20181015,제주 서귀포시 법환동 745-1번지 1층,6931
제주빵집,20220830,제주 제주시 애월읍 상가리 산 106번지,6932
제주사랑오메기떡,20220706,제주 제주시 용담이동 2789번지 1층,6933
제주사바,20211125,제주 서귀포시 남원읍 남원리 2364-1번지 2층,6934
제주사조,20221205,제주 서귀포시 강정동 596-4번지 1층,6935
제주산방식당 외도점,20220623,제주 제주시 외도일동 485-3번지 해담은 1층 105호,6936
제주산방식당서귀점,20220407,제주 서귀포시 서귀동 84-4번지,6937
제주산방식당우도점,20220826,제주 제주시 우도면 연평리 1748번지 2층,6938
제주산방식당협재점,20230509,제주 제주시 한림읍 협재리 1608-1번지 1층,6939
제주산방식당화북점,20220223,제주 제주시 화북일동 2229번지,6940
제주산숯불구이,20231017,제주 제주시 조천읍 함덕리 1269-1번지 1층,6941
제주삼다국수,20130206,제주 서귀포시 서호동 1476-7번지,6942
제주삼다국수산방산점,20220627,제주 서귀포시 안덕면 화순리 1868-8번지 1층,6943
제주삼다수산식당,20220627,제주 제주시 구좌읍 세화리 3648-2번지 2호,6944
제주삼다장,20170614,"제주 제주시 구좌읍 평대리 3200-5번지 1동,1층",6945
제주삼춘네우도점,20210413,제주 제주시 우도면 연평리 312-1번지 1층,6946
제주삼화부영점백다방,20191202,제주 제주시 삼양이동 2332-5번지 1층 2호,6947
제주색달식당,20130422,제주 서귀포시 하예동 350번지 1층,6948
제주서귀돈,20200115,제주 서귀포시 서홍동 364-2번지,6949
제주서문수산,20120827,제주 제주시 용담일동 135-9번지 서문공설시장1073호,6950
제주서부휴게소점,20210114,제주 제주시 해안동 2137-1번지 1층,6951
제주선채향,20190731,제주 서귀포시 안덕면 사계리 2294-2번지,6952
제주설심당,20151202,제주 제주시 용담삼동 2319-6번지 1층,6953
제주설심당 모슬포점,20161007,제주 서귀포시 대정읍 하모리 1048-4번지,6954
제주설심당동홍점,20200330,제주 서귀포시 동홍동 450-20번지 1층,6955
제주설심당협재점,20191223,제주 제주시 한림읍 협재리 1721-1번지 1층,6956
제주설원이네,20201104,제주 제주시 연동 292-5번지 1층,6957
제주섬SUM분식,20170329,제주 서귀포시 서귀동 271-26번지,6958
제주섬도야지,20010828,제주 제주시 삼도이동 1235-13번지 1층,6959
제주섬돈,20200729,제주 제주시 연동 271-30번지,6960
제주섬돌,20201211,제주 제주시 외도일동 131-1번지,6961
제주섬신룽푸마라탕시청점,20190611,제주 제주시 이도이동 1767-16번지 2층,6962
제주섬신룽푸마라탕제주대점,20201020,제주 제주시 아라일동 368-63번지 1층,6963
제주섭지회관,20171026,제주 서귀포시 성산읍 고성리 206-5번지 1층,6964
제주성산난산느루,20221213,제주 서귀포시 성산읍 난산리 1058-1번지,6965
제주세원이네,20201224,제주 제주시 일도이동 1034-16번지,6966
제주세호해장국 제주성산점,20231101,제주 서귀포시 성산읍 고성리 1469-3번지 1층,6967
제주세호해장국노형직영점,20190213,제주 제주시 노형동 912번지,6968
제주세호해장국연동점,20220715,제주 제주시 연동 260-7번지 1층 101호,6969
제주세호해장국중문점,20141215,제주 서귀포시 중문동 2175번지,6970
제주소담,20210407,제주 서귀포시 법환동 1531-2번지 법환동,6971
제주소드래,20161130,제주 제주시 이도이동 314-4번지 2층,6972
제주소품샵 시키 사계점,20170614,제주 서귀포시 안덕면 사계리 2524-5번지,6973
제주손칼국수냉면전문점,20090601,제주 서귀포시 동홍동 640-2번지,6974
제주솥밥모락모락,20210304,제주 제주시 노형동 3792-10번지 101호,6975
제주수울,20221031,제주 제주시 용담일동 144-1번지 1층 3호,6976
제주순메밀막국수,20200720,제주 서귀포시 안덕면 서광리 1413-3번지 1층,6977
제주순풍해장국,20170601,제주 제주시 조천읍 함덕리 4144번지,6978
제주순풍해장국함덕점,20231005,제주 제주시 조천읍 함덕리 4144번지 1층,6979
제주숲누룽지통닭,20221102,제주 제주시 외도일동 445-1번지 1층,6980
제주슈퍼1963,20230821,제주 제주시 용담일동 306-13번지,6981
제주스,20150518,제주 제주시 일도일동 1479-1번지 1층,6982
제주스럽닭서귀포점올레점,20201203,제주 서귀포시 서귀동 587-17번지 1층,6983
제주스시호타루,20211208,제주 제주시 애월읍 애월리 2527-12번지 3층,6984
제주시듬삭헌국밥집,20210616,제주 제주시 화북일동 4634-1번지 1층,6985
제주시새우리,20170727,제주 제주시 삼도이동 1098-3번지 1층,6986
제주시애월읍,20201116,제주 제주시 애월읍 곽지리 1581-15번지 2호,6987
제주신미짜장,20220729,제주 제주시 용담일동 2818-7번지 참사랑하이츠빌라 102호,6988
제주씨푸드,20071001,제주 제주시 삼양일동 1662-12번지,6989
제주아라본가,20140725,제주 제주시 아라이동 1370-4번지 1층,6990
제주아사히블루일도점,20200617,제주 제주시 이도이동 409-7번지 2층,6991
제주알돈가,20140430,제주 제주시 한경면 저지리 3175-1번지 1층,6992
제주앞바다해물탕,20210714,제주 제주시 용담일동 431번지,6993
제주애월한정식,20180508,제주 제주시 애월읍 고내리 76-1번지 지하1층,6994
제주애월해물한상,20221115,제주 제주시 애월읍 유수암리 1023번지 1층,6995
제주애월회관,20201026,제주 제주시 애월읍 애월리 2162-1번지 1층,6996
제주앨리스연동점,20200525,제주 제주시 연동 1485-6번지 1층,6997
제주약수터,20180703,제주 서귀포시 서귀동 294-20번지 1층,6998
제주약수터올레시장점,20190426,제주 서귀포시 서귀동 292-1번지 1층,6999
제주양반갈비법환점,20130916,제주 서귀포시 법환동 1552-3번지 1층,7000
제주어멍국수본점,20190304,제주 제주시 연동 312-59번지 연동,7001
제주어멍밥상,20210224,제주 제주시 일도이동 158-25번지 1층,7002
제주어멍통갈치,20171025,제주 제주시 용담삼동 2576-3번지,7003
제주어촌,20101022,제주 제주시 조천읍 함덕리 산 14-44번지,7004
제주어항,20161121,제주 제주시 용담삼동 1037번지,7005
제주어향원,20190911,제주 서귀포시 남원읍 남원리 91-8번지,7006
제주에가면,20180612,제주 제주시 삼도이동 1158-22번지 1층,7007
제주에정든점,20161205,제주 제주시 이도이동 396-11번지 1층,7008
제주엔 숄더랙 랍스터,20180314,제주 제주시 도두이동 707번지 2층,7009
제주엔봄,20011031,제주 제주시 오라이동 138-1번지 1층,7010
제주엔찜함덕,20181116,제주 제주시 조천읍 함덕리 1004-30번지,7011
제주여행가야밀면,20180403,제주 제주시 노형동 907-3번지 1층,7012
제주연탄길,20230310,제주 제주시 연동 1395-4번지 1층,7013
제주영롱가,20160705,제주 제주시 아라일동 1814번지,7014
제주영재숯불,20100924,제주 제주시 연동 256-5번지,7015
제주예당떡,20200818,제주 제주시 오라이동 1204-1번지,7016
제주예찬,20140616,제주 제주시 노형동 287-1번지 1층,7017
제주옛날통닭,20171124,제주 제주시 한림읍 한림리 1314-67번지,7018
제주옛돈,20161028,제주 제주시 오라일동 1074-8번지,7019
제주오감,20230810,제주 제주시 이호일동 372번지 1층,7020
제주오겹살왕돌구이본점,20180129,제주 제주시 삼도일동 583-4번지,7021
제주오광흑돼지,20211130,제주 서귀포시 대정읍 하모리 771-1번지,7022
제주오누이,20210210,제주 제주시 구좌읍 한동리 1388-1번지 1동 2층,7023
제주오도록,20050802,제주 제주시 삼양이동 2181-29번지,7024
제주오라방,20220712,제주 서귀포시 서귀동 417-2번지 2층,7025
제주오라성,20151210,제주 제주시 오라이동 194-2번지 1층,7026
제주오라성,20230818,제주 제주시 오라이동 194-2번지 1층,7027
제주오름과 바당,20170913,제주 제주시 한경면 저지리 3022-8번지 1층,7028
제주오복단,20220318,제주 제주시 이도이동 1062-6번지 1층,7029
제주오성본점,20190605,제주 서귀포시 색달동 2507-1번지 2층,7030
제주오션스토리,20160930,제주 서귀포시 성산읍 온평리 520-1번지,7031
제주오쿠다,20190821,제주 제주시 이도이동 2025-10번지 1층,7032
제주오쿠다2호점,20190128,제주 제주시 노형동 2664번지 1층,7033
제주오토코,20190508,제주 제주시 연동 274-10번지,7034
제주올래국수,20200304,제주 제주시 용담이동 2753-9번지 1층,7035
제주올레냉면(주) 제주노형점,20170626,제주 제주시 노형동 2466-1번지 1층,7036
제주올레면옥 (주),20170407,제주 제주시 노형동 2466-1번지 1층,7037
제주옹기,20221101,제주 제주시 연동 313-2번지 1층,7038
제주옹심이메밀칼국수,20191216,제주 서귀포시 토평동 1117-1번지 1층 101호,7039
제주와함께라면,20160425,제주 제주시 애월읍 구엄리 1231-1번지 1층,7040
제주요망지게협재본점,20210604,제주 제주시 한림읍 수원리 253번지 2층,7041
제주운정이네중문본점,20150702,제주 서귀포시 중문동 1239-5번지,7042
제주운치,20231108,제주 서귀포시 색달동 2520-1번지 2층,7043
제주원정담,20221121,제주 제주시 애월읍 하귀1리 138-1번지 1층,7044
제주육대표,20200130,제주 제주시 연동 1906-3번지,7045
제주육로,20221123,제주 제주시 연동 282-54번지 1층,7046
제주육림서사라점,20231103,제주 제주시 삼도일동 751-1번지 1층,7047
제주은갈치김밥,20180226,제주 제주시 용담삼동 969-2번지,7048
제주이와이,20181203,제주 제주시 애월읍 하귀2리 2420-1번지 1층,7049
제주인바다,20230411,제주 제주시 용담이동 885-17번지 1층,7050
제주인바다,20230727,제주 제주시 용담이동 885-17번지 1층,7051
제주인양,20191023,제주 제주시 이도일동 1249-14번지 1층,7052
제주인짬뽕,20170508,제주 제주시 삼양이동 2255-1번지 1층,7053
제주일도,20220407,제주 서귀포시 성산읍 고성리 208-7번지,7054
제주일품순두부동광점,20210121,제주 서귀포시 안덕면 동광리 810번지 1층,7055
제주전복김밥,20190807,제주 서귀포시 성산읍 고성리 510-35번지 1층,7056
제주전복치킨,20190614,제주 서귀포시 안덕면 서광리 275-1번지 1층,7057
제주정,20150629,제주 제주시 삼양이동 2142-3번지,7058
제주정가네밥상,20181207,제주 제주시 아라일동 2082-1번지,7059
제주정낭집,20200309,제주 제주시 삼양이동 2135-1번지 1층,7060
제주정낭집 아라점,20230904,제주 제주시 아라일동 6119-2번지 1층 101호,7061
제주정낭집이도점,20230630,제주 제주시 이도이동 2036-9번지 1층,7062
제주정돈,20210929,제주 서귀포시 남원읍 위미리 2918-1번지,7063
제주정지,19971212,제주 제주시 용담삼동 2367-6번지,7064
제주조개칼국수,20191017,제주 제주시 이도이동 1080-20번지 효당빌딩 지하1층,7065
제주족발보쌈,20221011,제주 제주시 연동 2326-13번지 1층,7066
제주종가,20220802,제주 제주시 이도이동 1176-24번지 1층,7067
제주주민갈비,20220216,제주 제주시 삼도이동 1088-1번지 1층,7068
제주중문흑돼지초풍,20230309,제주 서귀포시 중문동 1379-1번지 1층,7069
제주지현정식닭갈비,20111205,제주 제주시 노형동 2588-10번지,7070
제주진미마돈가,20160512,제주 서귀포시 안덕면 창천리 875-10번지,7071
제주진미마돈가,20200423,제주 제주시 노형동 2520-15번지 1층,7072
제주착한닭강정,20200428,제주 제주시 구좌읍 평대리 3351-2번지 1층,7073
제주참더덕과흑돼지,20211123,제주 서귀포시 성산읍 삼달리 2257-3번지,7074
제주창스닥,20230518,제주 제주시 연동 304-17번지 1층,7075
제주청보리,20201016,제주 서귀포시 호근동 1773-4번지 1층,7076
제주청정원한우마당,20181214,제주 제주시 연동 282-40번지 1층,7077
제주촌집,20141203,제주 서귀포시 표선면 표선리 975-1번지,7078
제주축협 한우플라자,20131031,제주 제주시 아라이동 2423번지,7079
제주친정,20230419,제주 제주시 한경면 저지리 1519-6번지 단독건물,7080
제주침술,20230508,제주 제주시 이도이동 1176-23번지 1층,7081
제주침시술소바,20210721,제주 제주시 노형동 3785-5번지 1층 101호,7082
제주카페브라보비치(성산일출봉),20230208,제주 서귀포시 성산읍 시흥리 10번지 1층,7083
제주칼국수 장수상회 함덕점,20230405,제주 제주시 조천읍 함덕리 1025번지 나동 2층,7084
제주칼국수장수상회,20221005,제주 서귀포시 표선면 성읍리 987-1번지 1층,7085
제주코,20191031,제주 제주시 한림읍 명월리 405-11번지 1층,7086
제주코시롱,20150717,제주 서귀포시 성산읍 성산리 178-8번지,7087
제주크랩앤전복,20201127,제주 제주시 아라일동 2470-1번지 지1층 104호,7088
