AREA_NM,New_ADDR,Old_ADDR
톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,제주특별자치도 제주시 우도면 연평리 1732-1
통오름,제주특별자치도 서귀포시 성산읍 신산리 1754-1,제주특별자치도 서귀포시 성산읍 신산리 1754-1
통일관,제주특별자치도 제주시 삼성로 46,제주특별자치도 제주시 일도이동 968-2
튼튼동물병원,제주특별자치도 제주시 중앙로 351,제주특별자치도 제주시 이도이동 1987-14
팀케이,제주특별자치도 제주시 고사마루길 67-4,제주특별자치도 제주시 노형동 2239-1
파군봉(바굼지오름),제주특별자치도 제주시 애월읍 하귀1리 688-1,제주특별자치도 제주시 애월읍 하귀1리 688-1
파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33,제주특별자치도 서귀포시 안덕면 상창리 804
파인더웨이브,제주특별자치도 제주시 애월읍 일주서로 6079,제주특별자치도 제주시 애월읍 곽지리 1549-1
파파빌레,제주특별자치도 제주시 조천읍 남조로 2185,제주특별자치도 제주시 조천읍 와흘리 165-8
"판포오름 (널개오름, 板浦岳)",제주특별자치도 제주시 한경면 판포리 934,제주특별자치도 제주시 한경면 판포리 934
판포포구,제주특별자치도 제주시 한경면 판포리 2877-3,제주특별자치도 제주시 한경면 판포리 2877-3
퍼시픽 마리나 요트투어,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-17
퍼피홀릭,제주특별자치도 제주시 승천로 81,제주특별자치도 제주시 아라이동 3003-10
펫소풍,제주특별자치도 서귀포시 안덕면 화순서서로 458,제주특별자치도 서귀포시 안덕면 서광리 2188-1
펫플러스,제주특별자치도 제주시 신광로 52,제주특별자치도 제주시 연동 262-4
편백포레스트,제주특별자치도 서귀포시 남원읍 서성로 544-97,제주특별자치도 서귀포시 남원읍 한남리 산18
평대리불턱,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,제주특별자치도 제주시 구좌읍 평대리 515-67
평대리해변,제주특별자치도 제주시 구좌읍 평대리 515-24,제주특별자치도 제주시 구좌읍 평대리 515-24
평대해변,제주특별자치도 제주시 구좌읍 평대리 1994-20,제주특별자치도 제주시 구좌읍 평대리 1994-20
평수포구,제주특별자치도 제주시 한림읍 한림해안로 297-1,제주특별자치도 제주시 한림읍 수원리 952
평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,제주특별자치도 제주시 조천읍 조천리 2268-1
포레스트 사파리,제주특별자치도 제주시 조천읍 선교로 474-1,제주특별자치도 제주시 조천읍 선흘리 1817
포브독,제주특별자치도 제주시 연북로 74,제주특별자치도 제주시 연동 1371-3
포토갤러리 자연사랑미술관,제주특별자치도 서귀포시 표선면 가시리 1920-1,제주특별자치도 서귀포시 표선면 가시리 1920-1
표선세화해안도로,제주특별자치도 서귀포시 표선면 표선리,제주특별자치도 서귀포시 표선면 표선리
표선해수욕장,제주특별자치도 서귀포시 표선면 표선리,제주특별자치도 서귀포시 표선면 표선리
푸른콩 방주영농조합법인,제주특별자치도 서귀포시 중산간서로 740(중문동),제주특별자치도 서귀포시 중문동 1226
풋감마을 소길리 농어촌체험마을,제주시 애월읍 소길1길 15,제주특별자치도 제주시 애월읍 소길리 650-1
퓸퓸몽,제주특별자치도 제주시 신설로2길 5-17,제주특별자치도 제주시 이도이동 1970-6
플레이박스VR,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320
피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,제주특별자치도 서귀포시 안덕면 상창리 1875-8
피크닉메이트,제주특별자치도 제주시 아란4길 84,제주특별자치도 제주시 아라일동 6061-5
핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,제주특별자치도 서귀포시 안덕면 상천리 산62-3
필코 스튜디오,제주특별자치도 제주시 한경면 저지12길 62-5 (저지리),제주특별자치도 제주시 한경면 저지리 3265-6
하고수동해변,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리
하논마르,제주특별자치도 서귀포시 서홍동 1003,제주특별자치도 서귀포시 서홍동 1003
하도 어촌 체험 마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,제주특별자치도 제주시 구좌읍 하도리 53-2
하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,제주 제주시 구좌읍 하도리
하례감귤점빵협동조합,제주특별자치도 서귀포시 남원읍 하례로 272,제주특별자치도 서귀포시 남원읍 하례리 738-12
하례점빵,제주특별자치도 서귀포시 남원읍 하례로 272,제주특별자치도 서귀포시 남원읍 하례리 738-12
하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,제주특별자치도 서귀포시 안덕면 사계리 112-3
하모돌고래투어,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20
하예포구(예래포구),제주특별자치도 서귀포시 하예동,제주특별자치도 서귀포시 하예동
하효살롱 협동조합,제주특별자치도 서귀포시 효돈순환로 217-8,제주특별자치도 서귀포시 하효동 967-1
한국건강관리협회제주특별자치도부,제주특별자치도 제주시 연북로 111,제주특별자치도 제주시 연동 1375
한국병원,제주특별자치도 제주시 서광로 193,제주특별자치도 제주시 삼도일동 518
한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,제주특별자치도 서귀포시 강정동 1481-3
한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,제주특별자치도 서귀포시 대정읍 안성리
한담해변,제주특별자치도 제주시 애월읍 애월로1길 26-4,제주특별자치도 제주시 애월읍 애월리 2533-1
한동환해장성,제주특별자치도 제주시 구좌읍 해맞이해안로 858-1,제주특별자치도 제주시 구좌읍 행원리 106
한라동물종합병원,제주특별자치도 제주시 고마로 37,제주특별자치도 제주시 일도이동 321-10
한라산 아래 첫 마을,제주특별자치도 서귀포시 안덕면 광평로 41,제주특별자치도 서귀포시 안덕면 광평리 195-2
한라산국립공원,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
한라산소주공장,제주특별자치도 제주시 한림읍 한림로 555,제주특별자치도 제주시 한림읍 옹포리 396
한라산어리목코스,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
한라산영실코스,제주특별자치도 서귀포시 영실로 246,제주특별자치도 서귀포시 하원동 산1-1
한라생태숲,제주특별자치도 제주시 516로 2596,제주특별자치도 제주시 용강동 산14-1
한라수목원,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 연동 1012
한라승마장,제주특별자치도 서귀포시 안덕면 평화로 1078,제주특별자치도 서귀포시 안덕면 동광리 산32-2
한라의향기,제주특별자치도 서귀포시 안덕면 병악로 58,제주특별자치도 서귀포시 안덕면 상창리 840
한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),제주특별자치도 제주시 한림읍 협재리 2487
한림동물병원,제주특별자치도 제주시 한림읍 한림상로 114,제주특별자치도 제주시 한림읍 동명리 1597-7
한림바다체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,제주특별자치도 제주시 한림읍 한수리 879-30
한림항,제주특별자치도 제주시 한림읍 한림해안로 192,제주특별자치도 제주시 한림읍 대림리 2019-17
한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,제주특별자치도 제주시 한림읍 귀덕리
한모살 (표선백사장),제주특별자치도 제주시 표선면 표선리,제주특별자치도 제주시 표선면 표선리
한형수정원,제주특별자치도 제주시 한림읍 옹포2길 44,제주특별자치도 제주시 한림읍 협재리 1352
한화리조트 테라피센터,제주특별자치도 제주시 명림로 575-107 한화리조트 로비층 지하,제주특별자치도 제주시 회천동 3-16
함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주특별자치도 제주시 조천읍 함덕리 1008-1
함덕스쿠버,제주특별자치도 제주시 조천읍 조함해안로 376-11,제주특별자치도 제주시 조천읍 함덕리 3297
함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,제주특별자치도 제주시 조천읍 함덕리 1008
함덕잠수함(이고제주),제주특별자치도 제주시 조천읍 조함해안로 378,제주특별자치도 제주시 조천읍 함덕리 3294
함덕카페거리,제주특별자치도 제주시 조천읍 함덕리,제주특별자치도 제주시 조천읍 함덕리
함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10
항파두리항몽유적지,제주특별자치도 제주시 애월읍 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012
해거름전망대,제주특별자치도 제주시 한경면 일주서로 4641,제주특별자치도 제주시 한경면 판포리 1462-2
해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 3204-1
해녀의 태왁,제주특별자치도 제주시 구좌읍 김송로 94,제주특별자치도 제주시 구좌읍 김녕리 904-4
해맑은동물병원,제주특별자치도 제주시 한라대학로 75,제주특별자치도 제주시 노형동 759
해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,제주특별자치도 제주시 구좌읍 김녕리
해비치컨트리클럽제주,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,제주특별자치도 서귀포시 남원읍 신흥리 산30
해빛,제주특별자치도 제주시 조천읍 신촌9길 8,제주특별자치도 제주시 조천읍 신촌리 1899-1
해빛다이브,제주특별자치도 서귀포시 칠십리로 123,제주특별자치도 서귀포시 서귀동 42
해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,제주특별자치도 서귀포시 성산읍 수산리 225
해피맘하우스,제주특별자치도 제주시 애월읍 애월해안로 306-3,제주특별자치도 제주시 애월읍 고내리 448-2
해피애견놀이방,제주특별자치도 제주시 오라로1길 20-9,제주특별자치도 제주시 오라삼동 2238-5
핸즈웍스,제주특별자치도 제주시 한림읍 귀덕로 78,제주특별자치도 제주시 한림읍 귀덕리 756
행복공방 에치비,제주특별자치도 서귀포시 중산간서로 188,제주특별자치도 서귀포시 강정동 5628
행원육상양식단지,제주특별자치도 제주시 구좌읍 해맞이해안로 680-13,제주특별자치도 제주시 구좌읍 행원리 1-33
허브동산 미디어 파사드 (media facade),제주특별자치도 서귀포시 표선면 돈오름로 170,제주특별자치도 서귀포시 표선면 표선리 2608
헌마공신 김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,제주특별자치도 서귀포시 남원읍 한남리 992
헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2
현사포구,제주특별자치도 제주시 이호1동,제주특별자치도 제주시 이호1동
현의합장묘역,제주특별자치도 서귀포시 남원읍 중산간동로 6242-56,제주특별자치도 서귀포시 남원읍 수망리 893
협자연대,제주특별자치도 서귀포시 성산읍 고성리 57-1,제주특별자치도 서귀포시 성산읍 고성리 57-1
협재굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
협재포구,제주특별자치도 제주시 한림읍 협재리,제주특별자치도 제주시 한림읍 협재리
협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447
형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,제주특별자치도 서귀포시 안덕면 사계리 산 44
형제해안도로,제주특별자치도 서귀포시 대정읍 상모리 1649-1,제주특별자치도 서귀포시 대정읍 상모리 1649-1
형제해안로전망대,제주특별자치도 서귀포시 안덕면 형제해안로 26,제주특별자치도 서귀포시 안덕면 사계리 2147-13
혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,제주특별자치도 서귀포시 성산읍 온평리 1702-1
홀리데이 다이빙 코리아,제주특별자치도 서귀포시 칠십리로91번길 25,제주특별자치도 서귀포시 서귀동 688-5
화북비석거리,제주특별자치도 제주시  화북1동 4008,제주특별자치도 제주시  화북1동 4008
화북환해장성,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동
화순곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5
화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,제주특별자치도 서귀포시 안덕면 화순리 776-7
화순금모래해수욕장담수수영장,제주특별자치도 서귀포시 안덕면 화순리 776-8,제주특별자치도 서귀포시 안덕면 화순리 776-8
화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,제주특별자치도 서귀포시 안덕면 화순리 1230-4
화조원,제주특별자치도 제주시 애월읍 애원로 804,제주특별자치도 제주시 애월읍 납읍리 58
환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2
환상숲곶자왈 담앙족욕,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2
황금굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
황우럭만화천국사회적협동조합,제주특별자치도 제주시 한림읍 내동남길 7-3,제주특별자치도 제주시 한림읍 한림리 1055
황우지해안,제주특별자치도 서귀포시 서홍동 766-1,제주특별자치도 서귀포시 서홍동 766-1
황우지해안 열두굴,제주특별자치도 서귀포시 서홍동 764-1,제주특별자치도 서귀포시 서홍동 764-1
효명사,제주특별자치도 서귀포시 남원읍 516로 815-41,제주특별자치도 서귀포시 남원읍 하례리 산45
후포해변,제주특별자치도 제주시 추자면 대서5길 87,제주특별자치도 제주시 추자면 대서리 267
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,제주특별자치도 제주시 우도면 연평리 2658
휘닉스 르쏠레이테라피,제주특별자치도 서귀포시 성산읍 섭지코지로 107 휘닉스제주아일랜드리조트 블루동 1층,제주특별자치도 서귀포시 성산읍 고성리 127-2
휴림,제주특별자치도 제주시 애월읍 광령남서길 40,제주특별자치도 제주시 애월읍 광령리 2873
휴애리 자연생활공원,"제주특별자치도 서귀포시 남원읍 신례동로 256 (신례리, 휴애리)",제주특별자치도 서귀포시 남원읍 신례리 2081
흑돼지거리,제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동
"그대, 나의 뮤즈 : 클림트 to 마티스",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 서머셋클럽하우스,제주특별자치도 서귀포시 안덕면 서광리 산24
바당미술관,제주특별자치도 서귀포시 대정읍 노을해안로 96,제주특별자치도 서귀포시 대정읍 일과리 1924-4
우도보물섬레져,제주특별자치도 제주시 우도면 우도해안길 336,제주특별자치도 제주시 우도면 연평리 2427-3
동검은이오름(거미오름),제주특별자치도 제주시 구좌읍 종달리 산 70,제주특별자치도 제주시 구좌읍 종달리 산 70
백약이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 표선면 성읍리 산 1,제주특별자치도 서귀포시 표선면 성읍리 산 1
솔담현경철한의원,제주특별자치도 제주시 1100로 3055,제주특별자치도 제주시 노형동 241-1
송악산 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131
재밋섬파크,제주특별자치도 제주시 중앙로14길 18,제주특별자치도 제주시 삼도이동 108-13
헌마공신김만일기념관,서귀포시 남원읍 서성로 919,제주특별자치도 서귀포시 남원읍 한남리 992
돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,제주특별자치도 제주시 구좌읍 송당리 산 3
제주러브랜드[휴업중],제주특별자치도 제주시 1100로 2894-72,제주특별자치도 제주시 연동 680-26
직접 내 손으로 채취할 수 있는 해산물이라구 <제주 바릇잡이 할 수 있는 포인트>,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
큰엉해안경승지,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3
하멜상선전시관,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,제주특별자치도 서귀포시 안덕면 사계리 116-7
한울랜드,제주특별자치도 제주시 구좌읍 동백로 458,제주특별자치도 제주시 구좌읍 덕천리 766
어승생승마장 Horseland Jeju,제주특별자치도 제주시 1100로 2659 (노형동),제주특별자치도 제주시 노형동 산14-1
용눈이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 제주시 구좌읍 종달논길,제주특별자치도 제주시 구좌읍 종달논길
월정리 카약체험장,제주특별자치도 제주시 구좌읍 일주동로 2361-2,제주특별자치도 제주시 구좌읍 월정리 1400-7
제주에코승마장(구.제주승마장),제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),명제주특별자치도 제주시 조천읍 비자림로 1065
지니어스 로사이,제주특별자치도 서귀포시 성산읍 고성리 21,제주특별자치도 서귀포시 성산읍 고성리 21
퍼시픽 리솜 요트투어 샹그릴라,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-17
포도갤러리 in 포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층,제주특별자치도 서귀포시 안덕면 상천리 산62-3
하귀해안도로,제주 제주시 애월읍 고내리 445-3,제주 제주시 애월읍 고내리 445-3
하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1877,제주특별자치도 서귀포시 안덕면 서광리 775
하모씨워킹,제주특별자치도서귀포시대정읍최남단해안로 130,제주특별자치도 서귀포시 대정읍 하모리 646-20
해적잠수함,제주특별자치도 제주시 한경면 노을해안로 1146,제주특별자치도 제주시 한경면 고산리 3615-6
플레이네이쳐,서귀포시 안덕면 일주서로 1836,제주특별자치도 서귀포시 안덕면 덕수리 산27
뎁스원,제주특별자치도 제주시 한림읍 한림로 375,제주특별자치도 제주시 한림읍 협재리 1890
마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,제주특별자치도 서귀포시 안덕면 화순리 823
바람불어 좋은 날,제주특별자치도 서귀포시 안덕면 사계로 68,제주특별자치도 서귀포시 안덕면 사계리 2982-1
옷 귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,제주특별자치도 서귀포시 남원읍 한남리 1631-1
프랑스샤르망,제주시 한림읍 명상로 37,제주특별자치도 제주시 한림읍 명월리 384
로봇스퀘어[운영중단],제주특별자치도 제주시 구좌읍 해맞이해안로 1032,제주특별자치도 제주시 구좌읍 한동리 1294
번개과학체험관(폐업),제주특별자치도 서귀포시 토평공단로 78-27,제주특별자치도 서귀포시 토평동 1799
타보카 월정리투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 월정리 1400-4
펌킨 펫하우스 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산24
포핑요,제주특별자치도 제주시 아봉로 383,제주특별자치도 제주시 월평동 502-1
필라테스 로와,제주특별자치도 서귀포시 성산읍 신고로22번길 19 (고성리),제주특별자치도 서귀포시 성산읍 고성리 511-7
인투다이브,제주특별자치도 서귀포시 남성중로 169,제주특별자치도 서귀포시 서홍동 561-6
OK승마장,제주특별자치도 서귀포시 표선면 번영로 2595,제주특별자치도 서귀포시 표선면 성읍리 2422
minagrooming(미나그루밍),제주특별자치도 제주시 한림읍 한림해안로 116,제주특별자치도 제주시 한림읍 한림리 1589-4
가시림,제주특별자치도 서귀포시 표선면 녹산로5번길 171 (가시리),제주특별자치도 서귀포시 표선면 가시리 3275
가야금이 흐르는 제주,제주특별자치도 제주시 광양9길 27,제주특별자치도 제주시 이도이동 1175-5
감귤박물관 감귤따기 체험,제주특별자치도 서귀포시 효돈순환로 441,제주특별자치도 서귀포시 신효동 1200-6
그녀들의 글수다,제주특별자치도 제주시 주르레남길 25,제주특별자치도 제주시 해안동 35-114
그랜드스윙,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2
나드 보컬 스튜디오,제주특별자치도 제주시 중앙로 234-1,제주특별자치도 제주시 이도이동 1768-22
넌걸어난탈래,제주특별자치도 제주시 우도면 2395-5,제주특별자치도 제주시 우도면 2395-5
다이브맵,제주특별자치도 서귀포시 서호중앙로 55,제주특별자치도 서귀포시 서호동 1605
달중이네펫호텔,제주특별자치도 제주시 정존15길 20,제주특별자치도 제주시 노형동 1281-4
담화헌,제주특별자치도 제주시 주르레길 55,제주특별자치도 제주시 해안동 4
댕금님표수제간식,제주특별자치도 제주시 인다4길 41-12,제주특별자치도 제주시 아라일동 6152-7
댕댕스위트,제주특별자치도 제주시 애월읍 하귀9길 2,제주특별자치도 제주시 애월읍 하귀1리 117-1
동쪽송당 동화마을,제주특별자치도 제주시 구좌읍 비자림로 1191,제주특별자치도 제주시 구좌읍 송당리 2860
뒹굴개,제주특별자치도 제주시 삼무로 74,제주특별자치도 제주시 연동 292-10
드르쿰다인성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,제주특별자치도 서귀포시 성산읍 고성리 372-1
들랑,제주특별자치도 제주시 관덕로4길 14-1,제주특별자치도 제주시 삼도이동 931-2
떠오르길,제주특별자치도 제주시 구좌읍 김녕로1길 51-3,제주특별자치도 제주시 구좌읍 김녕리 1352-3
라이더스랩,제주특별자치도 서귀포시 성산읍 중산간동로 4328-77 (삼달리) 라이더스랩,제주특별자치도 서귀포시 성산읍 삼달리 1768
라이프동물병원,제주특별자치도 제주시 노형3길 21-1,제주특별자치도 제주시 노형동 3794-6
루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836 루나폴,제주특별자치도 서귀포시 안덕면 덕수리 산27
마이애미함독카페,제주특별자치도 제주시 조천읍 남조로 3069,제주특별자치도 제주시 조천읍 조천리 1429-1
몽story,제주특별자치도 제주시 애월읍 하귀9길 34,제주특별자치도 제주시 애월읍 하귀1리 157-6
몽몽까까,제주특별자치도 제주시 도남로 189,제주특별자치도 제주시 아라일동 6034-5
미띠뽀,제주특별자치도 서귀포시 신서귀로 3,제주특별자치도 서귀포시 법환동 748-1
반치옥 사진관,제주특별자치도 제주시 애월읍 장전로 109-17,제주특별자치도 제주시 애월읍 장전리 332-3
베콩스,제주특별자치도 제주시 조천읍 신북로 479-2,제주특별자치도 제주시 조천읍 함덕리 1045
벨리타 캠핑장,제주특별자치도 제주시 조천읍 중산간동로 1194,제주특별자치도 제주시 조천읍 선흘리 2861-4
봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,제주특별자치도 제주시 노형동 708
블랙벨트 태권도장,제주특별자치도 제주시 정존5길 9 2층,제주특별자치도 제주시 노형동 2524-6
비케이브,제주특별자치도 제주시 조천읍 동백로 122,제주특별자치도 제주시 조천읍 선흘리 161-6
사려니팜,제주특별자치도 제주시 조천읍 남조로 1785-12 (교래리),제주특별자치도 제주시 조천읍 교래리 619
사월의 꿩,제주특별자치도 제주시 구좌읍 번영로 2178,제주특별자치도 제주시 구좌읍 송당리 2744-2
산방산유람선,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,제주특별자치도 서귀포시 안덕면 화순리 636-15
산양큰엉곶,제주특별자치도제주시 한경면 청수리 956-6,명제주특별자치도 제주시 한경면 연명로 179
삼화훈동물병원,제주특별자치도 제주시 동화로 12,제주특별자치도 제주시 화북일동 1221-13
생약누리,제주특별자치도 서귀포시 돈내코로 260 (상효동) 생약누리,제주특별자치도 서귀포시 상효동 2072
서귀포 강정 크루즈항,제주특별자치도 서귀포시 말질로 261,제주특별자치도 서귀포시 강정동 4665-1
서귀포유람선,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5
서담채,제주특별자치도 제주시 1100로 3333,제주특별자치도 제주시 노형동 3784
서프서프,제주특별자치도 제주시 구좌읍 해맞이해안로 468,제주특별자치도 제주시 구좌읍 월정리 4-1
서피플,제주특별자치도 제주시 애월읍 곽지9길 21,제주특별자치도 제주시 애월읍 곽지리 1565-47
성산스쿠버리조트,제주특별자치도 서귀포시 성산읍 일출로 258-5,제주특별자치도 서귀포시 성산읍 성산리 143-4
성읍녹차동굴,제주특별자치도 서귀포시 표선면 중산간동로 4772,제주특별자치도 서귀포시 표선면 성읍리 2197
소암기념관,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 서귀동 157-1 소암현중화기념관
솔티 오렌지,제주특별자치도 서귀포시 성산읍 신산중앙로 36,제주특별자치도 서귀포시 성산읍 신산리 436
쇠소깍 전통 조각배 체험,제주특별자치도 서귀포시 쇠소깍로 104,제주특별자치도 서귀포시 하효동 990-1
쇠소깍해양레저타운,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),제주특별자치도 서귀포시 하효동 999
숨도(구.석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),제주특별자치도 서귀포시 호근동 569-2
슈몽슈몽,제주특별자치도 제주시 우정로18길 11,제주특별자치도 제주시 외도일동 642-7
슬리핑라이언,제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5
신흥바다낚시공원(낚고락고),제주특별자치도 제주시 조천읍 조함해안로 247-2,제주특별자치도 제주시 조천읍 신흥리 711-1
아띠스떼21,제주특별자치도 서귀포시 안덕면 동광본동로 14-5,제주특별자치도 서귀포시 안덕면 동광리 968-3
아라i동물병원,제주특별자치도 제주시 인다6길 45,제주특별자치도 제주시 아라일동 6114-14
아라고나이트 고온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 산록남로762번길 71,제주특별자치도 서귀포시 안덕면 상천리 380-7
아랑조을거리,제주특별자치도 서귀포시 천지로 2,제주특별자치도 서귀포시 서귀동 341
아이존액트 볼링장,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산35-16
아일랜드 터프팅,"제주특별자치도 제주시 동고산로 1, 3층",제주특별자치도 제주시 이도이동 1180-12
아일랜드 플라워,제주특별자치도 서귀포시 성산읍 서성일로 602,제주특별자치도 서귀포시 성산읍 난산리 2236
아지트포독,제주특별자치도 서귀포시 중앙로 198-20,제주특별자치도 서귀포시 동홍동 1565
아토도예공방,제주특별자치도 서귀포시 남성로 134-1,제주특별자치도 서귀포시 서홍동 744-3
아트진,"제주특별자치도 서귀포시 신서로48번길 31 (강정동, 명성 클리닉 빌딩) 4층 아트진",제주특별자치도 서귀포시 강정동 161-1
아틀리에1950,제주특별자치도 제주시 신광로1길 44 4층,제주특별자치도 제주시 연동 270-21
언더더씨 스쿠버다이빙,제주특별자치도 서귀포시 소암로12번길 9,제주특별자치도 서귀포시 서귀동 65-13
에이스서프,제주특별자치도 제주시 구좌읍 월정7길 62-1,제주특별자치도 제주시 구좌읍 월정리 541
오후 세시의 고양이,제주특별자치도 제주시 설촌로6길 18,제주특별자치도 제주시 삼양이동 2119-3
용연구름다리,제주 제주시 용담1동  2581,제주 제주시 용담1동  2581
웁스마이독,제주특별자치도 서귀포시 안덕면 사계로 112,제주특별자치도 서귀포시 안덕면 사계리 1462-3
원더아일랜드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89 (서광리) 제주신화월드 서머셋 클럽하우스,제주특별자치도 서귀포시 안덕면 서광리 산24-15
월정퀵서프,제주특별자치도 제주시 구좌읍 해맞이해안로 486,제주특별자치도 제주시 구좌읍 월정리 33-12
위디 탭댄스 스튜디오,제주특별자치도 서귀포시 대정읍 글로벌에듀로 390,제주특별자치도 서귀포시 대정읍 보성리 2476-10
유캔들잇스튜디오,제주특별자치도 제주시 정든로 5,제주특별자치도 제주시 이도이동 396-7
