,pk,AREA_NM,New_ADDR,Old_ADDR
1046,1046,푸른콩 방주영농조합법인,제주특별자치도 서귀포시 중산간서로 740(중문동),제주특별자치도 서귀포시 중문동 1226
1047,1047,풋감마을 소길리 농어촌체험마을,제주시 애월읍 소길1길 15,제주특별자치도 제주시 애월읍 소길리 650-1
1048,1048,퓸퓸몽,제주특별자치도 제주시 신설로2길 5-17,제주특별자치도 제주시 이도이동 1970-6
1049,1049,플레이박스VR,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320
1050,1050,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,제주특별자치도 서귀포시 안덕면 상창리 1875-8
1051,1051,피크닉메이트,제주특별자치도 제주시 아란4길 84,제주특별자치도 제주시 아라일동 6061-5
1052,1052,핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,제주특별자치도 서귀포시 안덕면 상천리 산62-3
1053,1053,필코 스튜디오,제주특별자치도 제주시 한경면 저지12길 62-5 (저지리),제주특별자치도 제주시 한경면 저지리 3265-6
1054,1054,하고수동해변,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리
1055,1055,하논마르,제주특별자치도 서귀포시 서홍동 1003,제주특별자치도 서귀포시 서홍동 1003
1056,1056,하도 어촌 체험 마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
1057,1057,하도리 철새도래지,제주특별자치도 제주시 구좌읍 하도리 53-2,제주특별자치도 제주시 구좌읍 하도리 53-2
1058,1058,하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
1059,1059,하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,제주 제주시 구좌읍 하도리
1060,1060,하례감귤점빵협동조합,제주특별자치도 서귀포시 남원읍 하례로 272,제주특별자치도 서귀포시 남원읍 하례리 738-12
1061,1061,하례점빵,제주특별자치도 서귀포시 남원읍 하례로 272,제주특별자치도 서귀포시 남원읍 하례리 738-12
1062,1062,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,제주특별자치도 서귀포시 안덕면 사계리 112-3
1063,1063,하모돌고래투어,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20
1064,1064,하예포구(예래포구),제주특별자치도 서귀포시 하예동,제주특별자치도 서귀포시 하예동
1065,1065,하효살롱 협동조합,제주특별자치도 서귀포시 효돈순환로 217-8,제주특별자치도 서귀포시 하효동 967-1
1066,1066,한국건강관리협회제주특별자치도부,제주특별자치도 제주시 연북로 111,제주특별자치도 제주시 연동 1375
1067,1067,한국병원,제주특별자치도 제주시 서광로 193,제주특별자치도 제주시 삼도일동 518
1068,1068,한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,제주특별자치도 서귀포시 강정동 1481-3
1069,1069,한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,제주특별자치도 서귀포시 대정읍 안성리
1070,1070,한담해변,제주특별자치도 제주시 애월읍 애월로1길 26-4,제주특별자치도 제주시 애월읍 애월리 2533-1
1071,1071,한동환해장성,제주특별자치도 제주시 구좌읍 해맞이해안로 858-1,제주특별자치도 제주시 구좌읍 행원리 106
1072,1072,한라동물종합병원,제주특별자치도 제주시 고마로 37,제주특별자치도 제주시 일도이동 321-10
1073,1073,한라산 아래 첫 마을,제주특별자치도 서귀포시 안덕면 광평로 41,제주특별자치도 서귀포시 안덕면 광평리 195-2
1074,1074,한라산국립공원,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
1075,1075,한라산소주공장,제주특별자치도 제주시 한림읍 한림로 555,제주특별자치도 제주시 한림읍 옹포리 396
1076,1076,한라산어리목코스,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
1077,1077,한라산영실코스,제주특별자치도 서귀포시 영실로 246,제주특별자치도 서귀포시 하원동 산1-1
1078,1078,한라생태숲,제주특별자치도 제주시 516로 2596,제주특별자치도 제주시 용강동 산14-1
1079,1079,한라수목원,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 연동 1012
1080,1080,한라승마장,제주특별자치도 서귀포시 안덕면 평화로 1078,제주특별자치도 서귀포시 안덕면 동광리 산32-2
1081,1081,한라의향기,제주특별자치도 서귀포시 안덕면 병악로 58,제주특별자치도 서귀포시 안덕면 상창리 840
1082,1082,한림공원,제주특별자치도 제주시 한림읍 한림로 300(협재리),제주특별자치도 제주시 한림읍 협재리 2487
1083,1083,한림동물병원,제주특별자치도 제주시 한림읍 한림상로 114,제주특별자치도 제주시 한림읍 동명리 1597-7
1084,1084,한림바다체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,제주특별자치도 제주시 한림읍 한수리 879-30
1085,1085,한림항,제주특별자치도 제주시 한림읍 한림해안로 192,제주특별자치도 제주시 한림읍 대림리 2019-17
1086,1086,한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,제주특별자치도 제주시 한림읍 귀덕리
1087,1087,한모살 (표선백사장),제주특별자치도 제주시 표선면 표선리,제주특별자치도 제주시 표선면 표선리
1088,1088,한형수정원,제주특별자치도 제주시 한림읍 옹포2길 44,제주특별자치도 제주시 한림읍 협재리 1352
1089,1089,한화리조트 테라피센터,제주특별자치도 제주시 명림로 575-107 한화리조트 로비층 지하,제주특별자치도 제주시 회천동 3-16
1090,1090,함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주특별자치도 제주시 조천읍 함덕리 1008-1
1091,1091,함덕스쿠버,제주특별자치도 제주시 조천읍 조함해안로 376-11,제주특별자치도 제주시 조천읍 함덕리 3297
1092,1092,함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,제주특별자치도 제주시 조천읍 함덕리 1008
1093,1093,함덕잠수함(이고제주),제주특별자치도 제주시 조천읍 조함해안로 378,제주특별자치도 제주시 조천읍 함덕리 3294
1094,1094,함덕카페거리,제주특별자치도 제주시 조천읍 함덕리,제주특별자치도 제주시 조천읍 함덕리
1095,1095,함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10
1096,1096,항파두리항몽유적지,제주특별자치도 제주시 애월읍 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012
1097,1097,해거름전망대,제주특별자치도 제주시 한경면 일주서로 4641,제주특별자치도 제주시 한경면 판포리 1462-2
1098,1098,해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 3204-1
1099,1099,해녀의 태왁,제주특별자치도 제주시 구좌읍 김송로 94,제주특별자치도 제주시 구좌읍 김녕리 904-4
1100,1100,해맑은동물병원,제주특별자치도 제주시 한라대학로 75,제주특별자치도 제주시 노형동 759
1101,1101,해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,제주특별자치도 제주시 구좌읍 김녕리
1102,1102,해비치컨트리클럽제주,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,제주특별자치도 서귀포시 남원읍 신흥리 산30
1103,1103,해빛,제주특별자치도 제주시 조천읍 신촌9길 8,제주특별자치도 제주시 조천읍 신촌리 1899-1
1104,1104,해빛다이브,제주특별자치도 서귀포시 칠십리로 123,제주특별자치도 서귀포시 서귀동 42
1105,1105,해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,제주특별자치도 서귀포시 성산읍 수산리 225
1106,1106,해피맘하우스,제주특별자치도 제주시 애월읍 애월해안로 306-3,제주특별자치도 제주시 애월읍 고내리 448-2
1107,1107,해피애견놀이방,제주특별자치도 제주시 오라로1길 20-9,제주특별자치도 제주시 오라삼동 2238-5
1108,1108,핸즈웍스,제주특별자치도 제주시 한림읍 귀덕로 78,제주특별자치도 제주시 한림읍 귀덕리 756
1109,1109,행복공방 에치비,제주특별자치도 서귀포시 중산간서로 188,제주특별자치도 서귀포시 강정동 5628
1110,1110,행원육상양식단지,제주특별자치도 제주시 구좌읍 해맞이해안로 680-13,제주특별자치도 제주시 구좌읍 행원리 1-33
1111,1111,허브동산 미디어 파사드 (media facade),제주특별자치도 서귀포시 표선면 돈오름로 170,제주특별자치도 서귀포시 표선면 표선리 2608
1112,1112,헌마공신 김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,제주특별자치도 서귀포시 남원읍 한남리 992
1113,1113,헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2
1114,1114,현사포구,제주특별자치도 제주시 이호1동,제주특별자치도 제주시 이호1동
1115,1115,현의합장묘역,제주특별자치도 서귀포시 남원읍 중산간동로 6242-56,제주특별자치도 서귀포시 남원읍 수망리 893
1116,1116,협자연대,제주특별자치도 서귀포시 성산읍 고성리 57-1,제주특별자치도 서귀포시 성산읍 고성리 57-1
1117,1117,협재굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
1118,1118,협재포구,제주특별자치도 제주시 한림읍 협재리,제주특별자치도 제주시 한림읍 협재리
1119,1119,협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447
1120,1120,형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,제주특별자치도 서귀포시 안덕면 사계리 산 44
1121,1121,형제해안도로,제주특별자치도 서귀포시 대정읍 상모리 1649-1,제주특별자치도 서귀포시 대정읍 상모리 1649-1
1122,1122,형제해안로전망대,제주특별자치도 서귀포시 안덕면 형제해안로 26,제주특별자치도 서귀포시 안덕면 사계리 2147-13
1123,1123,혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,제주특별자치도 서귀포시 성산읍 온평리 1702-1
1124,1124,홀리데이 다이빙 코리아,제주특별자치도 서귀포시 칠십리로91번길 25,제주특별자치도 서귀포시 서귀동 688-5
1125,1125,화북비석거리,제주특별자치도 제주시  화북1동 4008,제주특별자치도 제주시  화북1동 4008
1126,1126,화북환해장성,제주특별자치도 제주시 화북동,제주특별자치도 제주시 화북동
1127,1127,화순곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5
1128,1128,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,제주특별자치도 서귀포시 안덕면 화순리 776-7
1129,1129,화순금모래해수욕장담수수영장,제주특별자치도 서귀포시 안덕면 화순리 776-8,제주특별자치도 서귀포시 안덕면 화순리 776-8
1130,1130,화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,제주특별자치도 서귀포시 안덕면 화순리 1230-4
1131,1131,화조원,제주특별자치도 제주시 애월읍 애원로 804,제주특별자치도 제주시 애월읍 납읍리 58
1132,1132,환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2
1133,1133,환상숲곶자왈 담앙족욕,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2
1134,1134,황금굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
1135,1135,황우럭만화천국사회적협동조합,제주특별자치도 제주시 한림읍 내동남길 7-3,제주특별자치도 제주시 한림읍 한림리 1055
1136,1136,황우지해안,제주특별자치도 서귀포시 서홍동 766-1,제주특별자치도 서귀포시 서홍동 766-1
1137,1137,황우지해안 열두굴,제주특별자치도 서귀포시 서홍동 764-1,제주특별자치도 서귀포시 서홍동 764-1
1138,1138,효명사,제주특별자치도 서귀포시 남원읍 516로 815-41,제주특별자치도 서귀포시 남원읍 하례리 산45
1139,1139,후포해변,제주특별자치도 제주시 추자면 대서5길 87,제주특별자치도 제주시 추자면 대서리 267
1140,1140,훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,제주특별자치도 제주시 우도면 연평리 2658
1141,1141,휘닉스 르쏠레이테라피,제주특별자치도 서귀포시 성산읍 섭지코지로 107 휘닉스제주아일랜드리조트 블루동 1층,제주특별자치도 서귀포시 성산읍 고성리 127-2
1142,1142,휴림,제주특별자치도 제주시 애월읍 광령남서길 40,제주특별자치도 제주시 애월읍 광령리 2873
1143,1143,휴애리 자연생활공원,"제주특별자치도 서귀포시 남원읍 신례동로 256 (신례리, 휴애리)",제주특별자치도 서귀포시 남원읍 신례리 2081
1144,1144,흑돼지거리,제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동
1145,1145,"그대, 나의 뮤즈 : 클림트 to 마티스",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 서머셋클럽하우스,제주특별자치도 서귀포시 안덕면 서광리 산24
1146,1146,바당미술관,제주특별자치도 서귀포시 대정읍 노을해안로 96,제주특별자치도 서귀포시 대정읍 일과리 1924-4
1147,1147,우도보물섬레져,제주특별자치도 제주시 우도면 우도해안길 336,제주특별자치도 제주시 우도면 연평리 2427-3
1148,1148,동검은이오름(거미오름),제주특별자치도 제주시 구좌읍 종달리 산 70,제주특별자치도 제주시 구좌읍 종달리 산 70
1149,1149,백약이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 표선면 성읍리 산 1,제주특별자치도 서귀포시 표선면 성읍리 산 1
1150,1150,솔담현경철한의원,제주특별자치도 제주시 1100로 3055,제주특별자치도 제주시 노형동 241-1
1151,1151,송악산 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131
1152,1152,재밋섬파크,제주특별자치도 제주시 중앙로14길 18,제주특별자치도 제주시 삼도이동 108-13
1153,1153,헌마공신김만일기념관,서귀포시 남원읍 서성로 919,제주특별자치도 서귀포시 남원읍 한남리 992
1154,1154,돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,제주특별자치도 제주시 구좌읍 송당리 산 3
1155,1155,제주러브랜드[휴업중],제주특별자치도 제주시 1100로 2894-72,제주특별자치도 제주시 연동 680-26
1156,1156,직접 내 손으로 채취할 수 있는 해산물이라구 <제주 바릇잡이 할 수 있는 포인트>,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주특별자치도 제주시 구좌읍 하도리 22-10
1157,1157,큰엉해안경승지,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3
1158,1158,하멜상선전시관,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,제주특별자치도 서귀포시 안덕면 사계리 116-7
1159,1159,한울랜드,제주특별자치도 제주시 구좌읍 동백로 458,제주특별자치도 제주시 구좌읍 덕천리 766
1160,1160,어승생승마장 Horseland Jeju,제주특별자치도 제주시 1100로 2659 (노형동),제주특별자치도 제주시 노형동 산14-1
1161,1161,용눈이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 제주시 구좌읍 종달논길,제주특별자치도 제주시 구좌읍 종달논길
1162,1162,월정리 카약체험장,제주특별자치도 제주시 구좌읍 일주동로 2361-2,제주특별자치도 제주시 구좌읍 월정리 1400-7
1163,1163,제주에코승마장(구.제주승마장),제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),명제주특별자치도 제주시 조천읍 비자림로 1065
1164,1164,지니어스 로사이,제주특별자치도 서귀포시 성산읍 고성리 21,제주특별자치도 서귀포시 성산읍 고성리 21
1165,1165,퍼시픽 리솜 요트투어 샹그릴라,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-17
1166,1166,포도갤러리 in 포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863 포도호텔 지하1층,제주특별자치도 서귀포시 안덕면 상천리 산62-3
1167,1167,하귀해안도로,제주 제주시 애월읍 고내리 445-3,제주 제주시 애월읍 고내리 445-3
1168,1168,하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1877,제주특별자치도 서귀포시 안덕면 서광리 775
1169,1169,하모씨워킹,제주특별자치도서귀포시대정읍최남단해안로 130,제주특별자치도 서귀포시 대정읍 하모리 646-20
1170,1170,해적잠수함,제주특별자치도 제주시 한경면 노을해안로 1146,제주특별자치도 제주시 한경면 고산리 3615-6
1171,1171,플레이네이쳐,서귀포시 안덕면 일주서로 1836,제주특별자치도 서귀포시 안덕면 덕수리 산27
1172,1172,뎁스원,제주특별자치도 제주시 한림읍 한림로 375,제주특별자치도 제주시 한림읍 협재리 1890
1173,1173,마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,제주특별자치도 서귀포시 안덕면 화순리 823
1174,1174,바람불어 좋은 날,제주특별자치도 서귀포시 안덕면 사계로 68,제주특별자치도 서귀포시 안덕면 사계리 2982-1
1175,1175,옷 귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,제주특별자치도 서귀포시 남원읍 한남리 1631-1
1176,1176,프랑스샤르망,제주시 한림읍 명상로 37,제주특별자치도 제주시 한림읍 명월리 384
1177,1177,로봇스퀘어[운영중단],제주특별자치도 제주시 구좌읍 해맞이해안로 1032,제주특별자치도 제주시 구좌읍 한동리 1294
1178,1178,번개과학체험관(폐업),제주특별자치도 서귀포시 토평공단로 78-27,제주특별자치도 서귀포시 토평동 1799
1179,1179,타보카 월정리투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 월정리 1400-4
1180,1180,펌킨 펫하우스 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산24
1181,1181,포핑요,제주특별자치도 제주시 아봉로 383,제주특별자치도 제주시 월평동 502-1
1182,1182,필라테스 로와,제주특별자치도 서귀포시 성산읍 신고로22번길 19 (고성리),제주특별자치도 서귀포시 성산읍 고성리 511-7
1183,1183,인투다이브,제주특별자치도 서귀포시 남성중로 169,제주특별자치도 서귀포시 서홍동 561-6
1184,1184,OK승마장,제주특별자치도 서귀포시 표선면 번영로 2595,제주특별자치도 서귀포시 표선면 성읍리 2422
1185,1185,minagrooming(미나그루밍),제주특별자치도 제주시 한림읍 한림해안로 116,제주특별자치도 제주시 한림읍 한림리 1589-4
1186,1186,가시림,제주특별자치도 서귀포시 표선면 녹산로5번길 171 (가시리),제주특별자치도 서귀포시 표선면 가시리 3275
1187,1187,가야금이 흐르는 제주,제주특별자치도 제주시 광양9길 27,제주특별자치도 제주시 이도이동 1175-5
1188,1188,감귤박물관 감귤따기 체험,제주특별자치도 서귀포시 효돈순환로 441,제주특별자치도 서귀포시 신효동 1200-6
1189,1189,그녀들의 글수다,제주특별자치도 제주시 주르레남길 25,제주특별자치도 제주시 해안동 35-114
1190,1190,그랜드스윙,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2
1191,1191,나드 보컬 스튜디오,제주특별자치도 제주시 중앙로 234-1,제주특별자치도 제주시 이도이동 1768-22
1192,1192,넌걸어난탈래,제주특별자치도 제주시 우도면 2395-5,제주특별자치도 제주시 우도면 2395-5
1193,1193,다이브맵,제주특별자치도 서귀포시 서호중앙로 55,제주특별자치도 서귀포시 서호동 1605
1194,1194,달중이네펫호텔,제주특별자치도 제주시 정존15길 20,제주특별자치도 제주시 노형동 1281-4
1195,1195,담화헌,제주특별자치도 제주시 주르레길 55,제주특별자치도 제주시 해안동 4
1196,1196,댕금님표수제간식,제주특별자치도 제주시 인다4길 41-12,제주특별자치도 제주시 아라일동 6152-7
1197,1197,댕댕스위트,제주특별자치도 제주시 애월읍 하귀9길 2,제주특별자치도 제주시 애월읍 하귀1리 117-1
1198,1198,동쪽송당 동화마을,제주특별자치도 제주시 구좌읍 비자림로 1191,제주특별자치도 제주시 구좌읍 송당리 2860
1199,1199,뒹굴개,제주특별자치도 제주시 삼무로 74,제주특별자치도 제주시 연동 292-10
1200,1200,드르쿰다인성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,제주특별자치도 서귀포시 성산읍 고성리 372-1
1201,1201,들랑,제주특별자치도 제주시 관덕로4길 14-1,제주특별자치도 제주시 삼도이동 931-2
1202,1202,떠오르길,제주특별자치도 제주시 구좌읍 김녕로1길 51-3,제주특별자치도 제주시 구좌읍 김녕리 1352-3
1203,1203,라이더스랩,제주특별자치도 서귀포시 성산읍 중산간동로 4328-77 (삼달리) 라이더스랩,제주특별자치도 서귀포시 성산읍 삼달리 1768
1204,1204,라이프동물병원,제주특별자치도 제주시 노형3길 21-1,제주특별자치도 제주시 노형동 3794-6
1205,1205,루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836 루나폴,제주특별자치도 서귀포시 안덕면 덕수리 산27
1206,1206,마이애미함독카페,제주특별자치도 제주시 조천읍 남조로 3069,제주특별자치도 제주시 조천읍 조천리 1429-1
1207,1207,몽story,제주특별자치도 제주시 애월읍 하귀9길 34,제주특별자치도 제주시 애월읍 하귀1리 157-6
1208,1208,몽몽까까,제주특별자치도 제주시 도남로 189,제주특별자치도 제주시 아라일동 6034-5
1209,1209,미띠뽀,제주특별자치도 서귀포시 신서귀로 3,제주특별자치도 서귀포시 법환동 748-1
1210,1210,반치옥 사진관,제주특별자치도 제주시 애월읍 장전로 109-17,제주특별자치도 제주시 애월읍 장전리 332-3
1211,1211,베콩스,제주특별자치도 제주시 조천읍 신북로 479-2,제주특별자치도 제주시 조천읍 함덕리 1045
1212,1212,벨리타 캠핑장,제주특별자치도 제주시 조천읍 중산간동로 1194,제주특별자치도 제주시 조천읍 선흘리 2861-4
1213,1213,봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,제주특별자치도 제주시 노형동 708
1214,1214,블랙벨트 태권도장,제주특별자치도 제주시 정존5길 9 2층,제주특별자치도 제주시 노형동 2524-6
1215,1215,비케이브,제주특별자치도 제주시 조천읍 동백로 122,제주특별자치도 제주시 조천읍 선흘리 161-6
1216,1216,사려니팜,제주특별자치도 제주시 조천읍 남조로 1785-12 (교래리),제주특별자치도 제주시 조천읍 교래리 619
1217,1217,사월의 꿩,제주특별자치도 제주시 구좌읍 번영로 2178,제주특별자치도 제주시 구좌읍 송당리 2744-2
1218,1218,산방산유람선,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,제주특별자치도 서귀포시 안덕면 화순리 636-15
1219,1219,산양큰엉곶,제주특별자치도제주시 한경면 청수리 956-6,명제주특별자치도 제주시 한경면 연명로 179
1220,1220,삼화훈동물병원,제주특별자치도 제주시 동화로 12,제주특별자치도 제주시 화북일동 1221-13
1221,1221,생약누리,제주특별자치도 서귀포시 돈내코로 260 (상효동) 생약누리,제주특별자치도 서귀포시 상효동 2072
1222,1222,서귀포 강정 크루즈항,제주특별자치도 서귀포시 말질로 261,제주특별자치도 서귀포시 강정동 4665-1
1223,1223,서귀포유람선,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5
1224,1224,서담채,제주특별자치도 제주시 1100로 3333,제주특별자치도 제주시 노형동 3784
1225,1225,서프서프,제주특별자치도 제주시 구좌읍 해맞이해안로 468,제주특별자치도 제주시 구좌읍 월정리 4-1
1226,1226,서피플,제주특별자치도 제주시 애월읍 곽지9길 21,제주특별자치도 제주시 애월읍 곽지리 1565-47
1227,1227,성산스쿠버리조트,제주특별자치도 서귀포시 성산읍 일출로 258-5,제주특별자치도 서귀포시 성산읍 성산리 143-4
1228,1228,성읍녹차동굴,제주특별자치도 서귀포시 표선면 중산간동로 4772,제주특별자치도 서귀포시 표선면 성읍리 2197
1229,1229,소암기념관,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 서귀동 157-1 소암현중화기념관
1230,1230,솔티 오렌지,제주특별자치도 서귀포시 성산읍 신산중앙로 36,제주특별자치도 서귀포시 성산읍 신산리 436
1231,1231,쇠소깍 전통 조각배 체험,제주특별자치도 서귀포시 쇠소깍로 104,제주특별자치도 서귀포시 하효동 990-1
1232,1232,쇠소깍해양레저타운,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),제주특별자치도 서귀포시 하효동 999
1233,1233,숨도(구.석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),제주특별자치도 서귀포시 호근동 569-2
1234,1234,슈몽슈몽,제주특별자치도 제주시 우정로18길 11,제주특별자치도 제주시 외도일동 642-7
1235,1235,슬리핑라이언,제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5
1236,1236,신흥바다낚시공원(낚고락고),제주특별자치도 제주시 조천읍 조함해안로 247-2,제주특별자치도 제주시 조천읍 신흥리 711-1
1237,1237,아띠스떼21,제주특별자치도 서귀포시 안덕면 동광본동로 14-5,제주특별자치도 서귀포시 안덕면 동광리 968-3
1238,1238,아라i동물병원,제주특별자치도 제주시 인다6길 45,제주특별자치도 제주시 아라일동 6114-14
1239,1239,아라고나이트 고온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 산록남로762번길 71,제주특별자치도 서귀포시 안덕면 상천리 380-7
1240,1240,아랑조을거리,제주특별자치도 서귀포시 천지로 2,제주특별자치도 서귀포시 서귀동 341
1241,1241,아이존액트 볼링장,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산35-16
1242,1242,아일랜드 터프팅,"제주특별자치도 제주시 동고산로 1, 3층",제주특별자치도 제주시 이도이동 1180-12
1243,1243,아일랜드 플라워,제주특별자치도 서귀포시 성산읍 서성일로 602,제주특별자치도 서귀포시 성산읍 난산리 2236
1244,1244,아지트포독,제주특별자치도 서귀포시 중앙로 198-20,제주특별자치도 서귀포시 동홍동 1565
1245,1245,아토도예공방,제주특별자치도 서귀포시 남성로 134-1,제주특별자치도 서귀포시 서홍동 744-3
1246,1246,아트진,"제주특별자치도 서귀포시 신서로48번길 31 (강정동, 명성 클리닉 빌딩) 4층 아트진",제주특별자치도 서귀포시 강정동 161-1
1247,1247,아틀리에1950,제주특별자치도 제주시 신광로1길 44 4층,제주특별자치도 제주시 연동 270-21
1248,1248,언더더씨 스쿠버다이빙,제주특별자치도 서귀포시 소암로12번길 9,제주특별자치도 서귀포시 서귀동 65-13
1249,1249,에이스서프,제주특별자치도 제주시 구좌읍 월정7길 62-1,제주특별자치도 제주시 구좌읍 월정리 541
1250,1250,오후 세시의 고양이,제주특별자치도 제주시 설촌로6길 18,제주특별자치도 제주시 삼양이동 2119-3
1251,1251,용연구름다리,제주 제주시 용담1동  2581,제주 제주시 용담1동  2581
1252,1252,웁스마이독,제주특별자치도 서귀포시 안덕면 사계로 112,제주특별자치도 서귀포시 안덕면 사계리 1462-3
1253,1253,원더아일랜드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89 (서광리) 제주신화월드 서머셋 클럽하우스,제주특별자치도 서귀포시 안덕면 서광리 산24-15
1254,1254,월정퀵서프,제주특별자치도 제주시 구좌읍 해맞이해안로 486,제주특별자치도 제주시 구좌읍 월정리 33-12
1255,1255,위디 탭댄스 스튜디오,제주특별자치도 서귀포시 대정읍 글로벌에듀로 390,제주특별자치도 서귀포시 대정읍 보성리 2476-10
1256,1256,유캔들잇스튜디오,제주특별자치도 제주시 정든로 5,제주특별자치도 제주시 이도이동 396-7
1257,1257,이도씨동물의료센터,제주특별자치도 서귀포시 신서귀로97번길 51,제주특별자치도 서귀포시 강정동 159-8
1258,1258,이루다동물병원,제주특별자치도 제주시 건주로3길 19,제주특별자치도 제주시 도련일동 1917-1
1259,1259,이음새 농장,제주특별자치도 서귀포시 남원읍 위미리 4137-1,제주특별자치도 서귀포시 남원읍 위미리 4137-1
